Time,Heading angle,CoG position/X,CoG position/Y,CoG position/Yaw,CoG Acceleration/X,CoG Acceleration/Y,Speed/X,Speed/Y,Slip angle
s,бу,m,m,бу,m/s?,m/s?,km/h,km/h,бу
78.0835,-180.665,-152.802,36.9146,179.4,-2.75171,-0.0991295,33.8505,-0.0384878,-0.0649069
78.1845,-180.728,-153.737,36.926,179.338,-2.56545,-0.0973405,32.8804,-0.0383338,-0.0665084
78.284,-180.791,-154.635,36.9379,179.279,-1.74905,-0.0946452,32.1071,-0.0391023,-0.0694773
78.3835,-180.852,-155.516,36.9505,179.22,-0.470474,-0.0933936,31.7506,-0.0403826,-0.0726215
78.4835,-180.912,-156.396,36.9641,179.162,-0.409043,-0.0899984,31.5993,-0.0410508,-0.0742715
78.5835,-180.971,-157.271,36.9785,179.104,-0.410843,-0.0877589,31.4523,-0.0411822,-0.0748959
78.6835,-181.026,-158.143,36.9937,179.047,-0.416104,-0.0771541,31.3034,-0.0399217,-0.0729564
78.784,-181.034,-159.014,37.0094,179.003,-0.417089,0.086428,31.1526,-0.020205,-0.0371118
78.8835,-180.982,-159.873,37.0245,179.004,-0.592672,0.0693879,30.9588,0.00766867,0.0141238
78.9845,-180.944,-160.738,37.0391,179.024,-0.625347,0.0406931,30.721,0.0171878,0.0319919
79.0845,-180.893,-161.588,37.0528,179.05,-0.659354,0.157072,30.4807,0.0302942,0.0568788
79.184,-180.462,-162.427,37.0635,179.19,-0.791362,1.19436,30.2208,0.184186,0.348646
79.284,-179.35,-163.262,37.0627,179.713,-1.46921,2.0645,29.8656,0.489179,0.936548
79.3835,-177.885,-164.08,37.0432,-179.359,-1.4211,2.15705,29.3669,0.757321,1.474
79.484,-176.175,-164.892,37.0013,-178.14,-1.52968,2.66539,28.8524,0.992035,1.96493
79.584,-174.112,-165.684,36.9344,-176.603,-1.83363,2.91605,28.2876,1.23345,2.49127
79.6845,-171.895,-166.46,36.839,-174.768,-2.29753,2.73286,27.6415,1.39016,2.87277
79.784,-169.865,-167.204,36.7193,-172.877,-2.4571,2.44684,26.8318,1.41467,3.01175
79.884,-167.913,-167.924,36.5778,-170.994,-3.03643,2.39656,25.9109,1.39761,3.08118
79.9845,-165.661,-168.615,36.4161,-169.052,-1.76798,2.8938,24.9212,1.47983,3.39061
80.084,-163.341,-169.273,36.2333,-167.042,-1.50586,2.53738,24.4177,1.58276,3.70086
80.184,-161.212,-169.914,36.0282,-165.041,-1.42301,2.29519,23.9489,1.60532,3.82906
80.2845,-159.105,-170.538,35.803,-163.044,-1.46982,2.39762,23.4881,1.61937,3.939
80.384,-156.637,-171.134,35.5608,-160.964,-1.65491,2.91476,22.9825,1.74131,4.32717
80.4835,-153.739,-171.706,35.2968,-158.68,-1.7854,3.14135,22.4337,1.94198,4.94099
80.584,-150.307,-172.254,35.0062,-156.102,-2.15421,3.70229,21.7976,2.21529,5.79545
80.6845,-146.3,-172.766,34.6909,-153.154,-2.63246,4.21591,20.9919,2.52684,6.85432
80.7845,-141.805,-173.232,34.3529,-149.845,-2.76844,4.22163,20.1362,2.84843,8.04026
80.8835,-137.074,-173.649,33.9959,-146.276,-2.8267,4.28323,19.3774,3.14308,9.20147
80.9835,-132.087,-174.025,33.6152,-142.415,-2.85837,4.1139,18.5736,3.38839,10.3276
81.0845,-126.827,-174.354,33.2152,-138.295,-2.99615,4.06661,17.7212,3.59858,11.468
81.1835,-121.588,-174.627,32.8134,-134.112,-3.32629,3.89307,16.8498,3.74608,12.5241
81.284,-116.314,-174.855,32.4016,-129.783,-3.8192,3.46694,15.9963,3.83394,13.469
81.3835,-111.087,-175.031,31.9995,-125.497,-3.9827,2.85862,14.8542,3.81883,14.4096
81.4845,-106.172,-175.163,31.6075,-121.28,-4.11075,2.20763,13.6615,3.69011,15.1084
81.5845,-101.579,-175.253,31.2435,-117.322,-3.09746,1.75997,12.3877,3.49323,15.7421
81.6835,-97.9727,-175.311,30.9029,-113.656,-1.80886,1.69664,11.8604,3.33125,15.6836
81.7835,-94.4466,-175.348,30.5689,-110.109,-1.71528,1.62547,11.4367,3.20741,15.6627
81.884,-90.9251,-175.363,30.2439,-106.683,-1.68916,1.51275,11.0075,3.10679,15.7582
81.984,-87.5545,-175.359,29.9324,-103.399,-1.61231,1.36661,10.5879,3.00556,15.845
82.0845,-84.3226,-175.337,29.6318,-100.218,-1.64962,1.24947,10.1869,2.90124,15.8951
82.184,-81.2352,-175.301,29.3469,-97.1812,-1.27917,1.15907,9.80647,2.80224,15.946
82.284,-78.5676,-175.252,29.0731,-94.2549,-0.743955,0.73656,9.4899,2.6654,15.6872
82.384,-77.3452,-175.195,28.8088,-91.579,0.359886,-0.223865,9.3383,2.36887,14.2338
82.484,-77.7037,-175.137,28.5498,-89.3288,-1.63187,-0.546261,9.24049,1.90102,11.6251
82.5835,-79.6691,-175.087,28.3037,-87.7775,-1.1775,-2.02534,8.67195,1.23554,8.10844
82.684,-83.3166,-175.051,28.069,-86.9332,-0.946782,-1.21301,8.27815,0.523221,3.61665
82.784,-87.2481,-175.033,27.8431,-86.7359,-0.169558,-1.56204,8.09235,-0.0724471,-0.512227
82.8835,-89.6212,-175.027,27.6199,-86.9761,0.040697,-0.443554,8.06575,-0.372758,-2.64512
82.9845,-90.2382,-175.028,27.3931,-87.3597,-0.301933,-0.018179,8.06856,-0.405728,-2.87852
83.0835,-90.1276,-175.028,27.172,-87.7084,0.227758,0.0890811,8.02933,-0.339214,-2.41913
83.184,-90.1312,-175.029,26.9445,-88.0442,1.70603,-0.135975,8.36049,-0.304678,-2.087
83.284,-90.2924,-175.03,26.7017,-88.375,2.71528,-0.152487,9.16139,-0.3067,-1.91739
83.3835,-90.5347,-175.032,26.4333,-88.7164,3.49504,-0.261425,10.2837,-0.326449,-1.81835
83.484,-90.8526,-175.035,26.1273,-89.096,3.94669,-0.294053,11.6422,-0.356971,-1.75663
83.584,-91.1124,-175.041,25.7834,-89.4964,4.11677,-0.283541,13.1058,-0.369616,-1.61595
83.6835,-91.2999,-175.049,25.401,-89.8918,3.62691,-0.226825,14.5212,-0.356812,-1.40806
83.7835,-91.4833,-175.06,24.981,-90.2713,2.53696,-0.137901,15.6399,-0.330766,-1.212
83.8835,-91.6206,-175.072,24.5347,-90.6151,3.43286,-0.137285,16.5487,-0.290347,-1.00546
83.9835,-91.6258,-175.085,24.0548,-90.9057,3.41058,0.0133168,18,-0.226189,-0.720093
84.0845,-91.6596,-175.1,23.539,-91.1288,0.113565,-0.105167,18.5638,-0.171965,-0.530794
84.184,-91.8242,-175.116,23.0274,-91.3248,-0.546225,-0.168716,18.4385,-0.160675,-0.499424
84.284,-92.0378,-175.133,22.5184,-91.5187,-0.585943,-0.190573,18.2296,-0.165149,-0.519061
84.384,-92.2462,-175.152,22.0152,-91.7108,-0.537437,-0.166165,18.0299,-0.168542,-0.535455
84.4835,-92.434,-175.172,21.5199,-91.9007,-0.52965,-0.15565,17.8397,-0.16611,-0.53332
84.584,-92.6217,-175.194,21.025,-92.0908,-0.530076,-0.156131,17.6487,-0.163587,-0.530899
84.684,-92.8102,-175.217,20.538,-92.278,-0.53174,-0.15425,17.4581,-0.162229,-0.53224
84.7835,-92.9961,-175.241,20.0587,-92.4622,-0.533722,-0.150341,17.2678,-0.160953,-0.533873
84.884,-93.1469,-175.267,19.5801,-92.6446,-0.531678,0.0203581,17.0751,-0.14975,-0.502321
84.9845,-92.9199,-175.292,19.1068,-92.7478,-0.536051,0.243691,16.8823,-0.0506786,-0.172107
85.084,-92.3138,-175.314,18.6433,-92.6871,-0.549369,0.528675,16.6874,0.108859,0.373323
85.1845,-91.7018,-175.33,18.1805,-92.4792,-0.553153,0.383916,16.4882,0.223871,0.77735
85.2835,-91.3695,-175.342,17.7299,-92.2251,-0.549956,0.185379,16.2933,0.243433,0.855627
85.3835,-91.1486,-175.351,17.2802,-91.9672,-0.552519,0.164185,16.096,0.230027,0.818551
85.4835,-90.9111,-175.359,16.8359,-91.7124,-0.555992,0.186375,15.8974,0.222387,0.801239
85.5835,-90.655,-175.365,16.3971,-91.4612,-0.559738,0.186747,15.6976,0.220927,0.80611
85.6835,-90.4034,-175.369,15.9638,-91.2131,-0.563264,0.178347,15.4964,0.219056,0.809668
85.784,-90.1562,-175.371,15.534,-90.9669,-0.567042,0.173314,15.2928,0.216439,0.810653
85.8835,-89.9142,-175.372,15.1141,-90.7263,-0.570954,0.168923,15.0899,0.213953,0.812123
85.984,-89.6727,-175.37,14.6957,-90.4865,-0.575053,0.164058,14.8835,0.211464,0.813812
86.0835,-89.4369,-175.367,14.2872,-90.2523,-0.579293,0.159261,14.6776,0.20894,0.815383
86.1845,-89.2009,-175.362,13.8784,-90.0178,-0.58378,0.154474,14.467,0.206336,0.81695
86.2835,-88.9758,-175.356,13.4824,-89.791,0.0107287,0.156916,14.3736,0.204558,0.815179
86.3845,-88.7522,-175.348,13.0786,-89.5603,0.215797,0.155714,14.431,0.203598,0.80816
86.484,-88.622,-175.339,12.6786,-89.345,0.257416,0.0505257,14.5178,0.183223,0.722989
86.5845,-88.6739,-175.329,12.2722,-89.1768,0.174433,-0.140424,14.5969,0.128116,0.502874
86.6835,-88.8621,-175.32,11.8703,-89.0834,0.00916616,-0.122193,14.6311,0.0565126,0.221366
86.784,-89.0304,-175.313,11.4619,-89.0543,0.0233235,-0.0610699,14.6341,0.00609735,0.0239421
86.8845,-89.0507,-175.306,11.0532,-89.047,0.072464,0.0138947,14.6509,-0.000942886,-0.00366685
86.984,-89.0247,-175.299,10.6478,-89.0413,0.133535,0.0160351,14.6878,0.00424434,0.0165517
87.0835,-89.0118,-175.292,10.2412,-89.0353,0.202473,0.00448964,14.7484,0.00604999,0.0234999
87.184,-89.0073,-175.285,9.82834,-89.029,0.27141,0.00324075,14.8345,0.00562215,0.0217133
87.284,-89.0019,-175.278,9.41486,-89.0228,0.325855,0.00465835,14.9425,0.00544798,0.0208881
87.384,-88.9954,-175.271,8.99813,-89.0166,0.363672,0.00492674,15.0675,0.00556745,0.0211689
87.4845,-88.9889,-175.263,8.57563,-89.0102,0.402824,0.00480102,15.2067,0.00565053,0.0212884
87.584,-88.9827,-175.256,8.15333,-89.0039,0.433578,0.00485971,15.357,0.00568668,0.021215
87.684,-88.9763,-175.248,7.72458,-88.9975,0.45915,0.00499719,15.518,0.00572961,0.0211536
87.784,-88.9699,-175.24,7.29124,-88.991,0.476598,0.00511478,15.6869,0.00578281,0.0211202
87.884,-88.9633,-175.232,6.85312,-88.9844,0.493375,0.00522437,15.8622,0.00583762,0.0210849
87.9835,-88.9562,-175.224,6.41229,-88.9778,0.504199,0.00588364,16.0407,0.00603696,0.0215622
88.084,-88.947,-175.216,5.96199,-88.9705,0.511336,0.00745757,16.2239,0.00665691,0.0235078
88.184,-88.9358,-175.208,5.50882,-88.9626,0.509394,0.0210061,16.4081,0.00768418,0.026831
88.2835,-88.8194,-175.199,5.05285,-88.9387,0.506031,0.221462,16.5907,0.034565,0.119358
88.3835,-88.4704,-175.188,4.5896,-88.8476,0.477942,0.34499,16.7686,0.110393,0.377155
88.4845,-87.8179,-175.173,4.11698,-88.632,0.415183,0.705861,16.9331,0.240612,0.814022
88.584,-86.9463,-175.152,3.64741,-88.2559,0.25944,0.70042,17.0629,0.390113,1.30961
88.684,-86.067,-175.122,3.17295,-87.7443,0.35031,0.689543,17.158,0.502473,1.67721
88.7835,-85.3282,-175.087,2.698,-87.1485,0.351764,0.568885,17.2904,0.549561,1.82027
88.8845,-84.6958,-175.044,2.21262,-86.5177,0.34493,0.523884,17.4233,0.554282,1.82195
88.9835,-83.961,-174.997,1.73384,-85.8808,0.253104,0.995795,17.5431,0.588099,1.91983
89.084,-82.51,-174.94,1.24585,-85.0682,0.148168,1.45703,17.6241,0.787556,2.55829
89.1835,-80.3294,-174.867,0.762955,-83.9408,-0.116447,2.23249,17.6493,1.1141,3.61134
89.2845,-77.3065,-174.771,0.276425,-82.3557,-0.364564,2.63654,17.5821,1.55383,5.04912
89.384,-73.0719,-174.648,-0.192545,-80.1845,-1.87144,3.90253,17.235,2.15152,7.11262
89.4835,-67.9418,-174.49,-0.63962,-77.2735,-1.21995,4.32517,16.8084,2.76367,9.33169
89.5845,-62.6207,-174.291,-1.07172,-73.7309,-1.79824,4.06791,16.5338,3.24846,11.1102
89.684,-57.108,-174.061,-1.46792,-69.836,-2.98077,3.89375,15.8596,3.58374,12.728
89.784,-51.634,-173.804,-1.82663,-65.6898,-2.87953,3.4171,15.0768,3.77617,14.0558
89.8845,-46.5107,-173.526,-2.14656,-61.4356,-2.48335,2.85578,14.3701,3.83193,14.9249
89.984,-42.0775,-173.237,-2.42775,-57.2834,-2.22113,2.45971,13.8083,3.75454,15.2059
90.122,-36.3895,-172.823,-2.76554,-51.7292,-2.05523,2.18415,13.1085,3.59691,15.3397
90.222,-32.4283,-172.517,-2.97482,-47.866,-1.97204,2.02332,12.6224,3.48665,15.4378
90.3225,-28.5788,-172.208,-3.15676,-44.1171,-1.88759,1.86191,12.1491,3.37871,15.5382
90.4225,-24.8865,-171.901,-3.31123,-40.5161,-1.8088,1.70956,11.693,3.27185,15.6296
90.5215,-21.3639,-171.6,-3.4398,-37.0755,-1.73323,1.56937,11.2552,3.16664,15.7115
90.622,-17.9222,-171.298,-3.54735,-33.706,-1.51982,1.44569,10.8306,3.06184,15.7838
90.7215,-14.6364,-171.005,-3.6328,-30.4891,-1.72437,1.317,10.4217,2.95973,15.8527
90.8215,-11.7992,-170.717,-3.70004,-27.3904,-0.964089,1.08426,10.1203,2.8242,15.5912
90.9215,-9.58868,-170.433,-3.75339,-24.4589,-0.461529,0.777571,9.99168,2.65315,14.8702
91.0215,-8.15946,-170.15,-3.79717,-21.7447,-0.15876,0.655542,10.018,2.42092,13.5852
91.122,-7.69549,-169.864,-3.8366,-19.3144,0.503183,0.0673659,10.2106,2.09944,11.6189
91.222,-8.03484,-169.574,-3.87636,-17.2821,0.577596,0.101453,10.5038,1.71014,9.24725
91.3225,-9.17392,-169.284,-3.91994,-15.7985,-0.595626,-0.673019,10.293,1.1955,6.6246
91.4225,-10.6386,-169.002,-3.9692,-14.8359,0.615675,-1.26997,10.2939,0.755481,4.19728
91.522,-11.7136,-168.718,-4.02573,-14.2426,1.18901,-0.131893,10.6086,0.468569,2.52902
91.622,-11.6562,-168.422,-4.0874,-13.7741,2.20501,0.364281,11.2195,0.414896,2.11786
91.722,-11.0399,-168.105,-4.15103,-13.2709,2.35615,0.461791,12.0494,0.469347,2.23096
91.822,-10.4434,-167.764,-4.21565,-12.734,2.54683,0.461518,12.9187,0.516637,2.29055
91.922,-9.74235,-167.398,-4.28109,-12.1346,2.59589,0.677458,13.8602,0.578908,2.39224
92.0215,-8.27569,-167.006,-4.34346,-11.349,2.39375,1.35858,14.7536,0.791829,3.07331
92.122,-6.37141,-166.585,-4.39751,-10.2573,2.12957,1.61801,15.5927,1.05863,3.88587
92.2215,-4.76601,-166.144,-4.44007,-8.96837,1.94056,1.26622,16.3559,1.20125,4.20236
92.322,-3.41898,-165.678,-4.47329,-7.58532,1.57432,1.21653,17.024,1.23966,4.16634
92.4215,-2.05519,-165.199,-4.49617,-6.16384,1.25966,1.29251,17.5585,1.26086,4.10864
92.5225,-0.948136,-164.699,-4.5085,-4.72067,1.26872,0.628494,18.0289,1.18847,3.77254
92.622,-1.32924,-164.189,-4.51755,-3.64517,3.21275,-0.921511,18.8878,0.763854,2.31593
92.722,-2.04689,-163.652,-4.53374,-3.12831,0.84561,-0.401587,19.6356,0.37103,1.08142
92.8225,-2.07464,-163.104,-4.55408,-2.81112,-0.573824,0.275206,19.5959,0.251927,0.736485
92.922,-1.66238,-162.565,-4.57178,-2.47281,-0.634016,0.449173,19.3787,0.274133,0.810429
93.022,-1.2196,-162.03,-4.58513,-2.13495,-0.599091,0.345353,19.1559,0.306174,0.915355
93.122,-0.881721,-161.501,-4.59477,-1.79757,-0.57684,0.277862,18.9473,0.303006,0.915851
93.222,-0.565892,-160.978,-4.60138,-1.46207,-0.575912,0.28593,18.7418,0.293278,0.896179
93.322,-0.23451,-160.46,-4.60499,-1.13026,-0.576148,0.29187,18.536,0.289924,0.895754
93.422,0.0921197,-159.948,-4.60559,-0.802375,-0.574552,0.260658,18.3304,0.286304,0.894495
93.5215,-0.232343,-159.444,-4.60522,-0.5707,-0.531104,-0.853558,18.1397,0.107101,0.338357
93.6225,-1.70254,-158.938,-4.61339,-0.764545,-0.619127,-1.54403,17.9327,-0.293942,-0.937998
93.7215,-2.97826,-158.448,-4.63397,-1.27874,-0.559267,-0.779226,17.7243,-0.5263,-1.69952
93.822,-3.50717,-157.957,-4.66235,-1.83796,-0.660798,-0.150639,17.524,-0.510869,-1.66921
93.922,-3.56041,-157.474,-4.69236,-2.27847,-1.00115,0.0200768,17.2372,-0.38577,-1.28194
94.022,-3.4807,-157.001,-4.72143,-2.58415,-0.982167,0.0702024,16.8791,-0.264164,-0.896558
94.122,-3.47629,-156.538,-4.7495,-2.79901,-0.77579,-0.0512766,16.5431,-0.195593,-0.677277
94.222,-3.65289,-156.083,-4.77778,-3.01108,-0.551566,-0.174773,16.325,-0.182934,-0.641808
94.3215,-3.8823,-155.635,-4.80726,-3.22244,-0.545894,-0.169643,16.1303,-0.185841,-0.659867
94.422,-4.09926,-155.189,-4.83843,-3.43342,-0.553662,-0.154318,15.9319,-0.185213,-0.665848
94.522,-3.87762,-154.75,-4.86966,-3.59129,-0.55692,0.543415,15.734,-0.0786169,-0.286331
94.622,-2.75255,-154.317,-4.89503,-3.47178,-0.599255,0.989287,15.5259,0.195116,0.719232
94.7215,-1.95612,-153.891,-4.91205,-3.15645,-0.618916,0.329631,15.3147,0.321096,1.20033
94.822,-1.70056,-153.466,-4.92542,-2.84707,-0.783302,0.0999909,15.088,0.302028,1.14651
94.922,-1.54057,-153.052,-4.93719,-2.57123,-0.706938,0.149649,14.7702,0.265775,1.03066
95.0215,-1.24148,-152.647,-4.94707,-2.27529,-0.610123,0.223122,14.5444,0.262538,1.03382
95.122,-0.925213,-152.244,-4.95467,-1.98098,-0.592825,0.195889,14.33,0.264152,1.05577
95.222,-0.637423,-151.849,-4.96004,-1.69085,-0.594273,0.183166,14.1179,0.259655,1.05342
95.322,-0.352664,-151.459,-4.9634,-1.40446,-0.598173,0.18174,13.9045,0.255333,1.0518
95.422,-0.0681311,-151.076,-4.96479,-1.12247,-0.603437,0.176397,13.6895,0.251989,1.05434
95.5215,0.159457,-150.701,-4.96437,-0.848643,-0.582187,-0.0144997,13.4788,0.237223,1.0081
95.622,-0.0643135,-150.327,-4.96379,-0.651016,-0.592215,-0.200228,13.2676,0.135844,0.586702
95.722,-0.48136,-149.962,-4.96566,-0.586952,-0.606346,-0.16186,13.0521,0.0239885,0.105592
95.8215,-0.563417,-149.604,-4.96907,-0.566378,-0.617128,0.0247245,12.833,0.000638129,0.00296146
95.922,-0.490078,-149.249,-4.97234,-0.548745,-0.62435,0.0425207,12.6082,0.012917,0.058667
96.022,-0.448064,-148.902,-4.97516,-0.53131,-0.388946,0.00976856,12.3946,0.0180137,0.0832469
96.1215,-0.437864,-148.562,-4.97778,-0.513752,-0.855878,0.00499886,12.1726,0.0161242,0.0758883
96.222,-0.423057,-148.226,-4.98031,-0.496345,-0.387535,0.0098653,11.9465,0.015283,0.0732879
96.3215,-0.404587,-147.899,-4.98267,-0.4795,-0.884633,0.00926528,11.7197,0.0153257,0.0749134
96.4225,-0.387669,-147.573,-4.98493,-0.462707,-0.355626,0.00863757,11.5555,0.0151358,0.0750383
96.5215,-0.371748,-147.256,-4.98703,-0.446386,-0.0473935,0.00900602,11.5096,0.0149952,0.0746385
96.622,-0.355239,-146.935,-4.98906,-0.429873,-0.0396216,0.00914961,11.4938,0.0149736,0.0746348
96.7215,-0.338845,-146.617,-4.99099,-0.413556,-0.0240857,0.0091059,11.4821,0.0149736,0.0747116
96.8215,-0.322481,-146.298,-4.99283,-0.397174,0.00611901,0.00909533,11.4783,0.0149647,0.0746925
96.9215,-0.306156,-145.979,-4.99458,-0.380792,0.0588429,0.00917068,11.4892,0.0149676,0.0746363
97.022,-0.28974,-145.658,-4.99625,-0.364303,0.14564,0.00932315,11.5256,0.0150002,0.0745628
97.1215,-0.273448,-145.339,-4.99782,-0.347911,0.247148,0.00954886,11.5963,0.0150718,0.0744629
97.222,-0.256888,-145.013,-4.99932,-0.331237,0.340976,0.0098288,11.7026,0.0151867,0.0743494
97.322,-0.240271,-144.687,-5.00074,-0.314482,0.456294,0.0101737,11.8448,0.0153426,0.0742117
97.4225,-0.223406,-144.353,-5.00209,-0.297421,0.608398,0.0106404,12.0369,0.01555,0.0740151
97.522,-0.206453,-144.017,-5.00335,-0.280239,0.749777,0.0112029,12.2801,0.0158148,0.0737857
97.6225,-0.188991,-143.67,-5.00454,-0.262517,0.901611,0.0118685,12.5794,0.0161431,0.0735261
97.722,-0.17129,-143.318,-5.00565,-0.244537,1.02278,0.0126003,12.925,0.0165234,0.0732473
97.8215,-0.153103,-142.956,-5.00667,-0.226064,1.12012,0.0133833,13.3089,0.0169475,0.0729614
97.922,-0.134194,-142.578,-5.00762,-0.206857,1.20088,0.0142156,13.7265,0.0174074,0.0726624
98.0215,-0.114913,-142.193,-5.00846,-0.187257,1.25409,0.0150968,14.1671,0.0178869,0.0723436
98.1215,-0.0949258,-141.793,-5.00919,-0.166944,1.30231,0.0160246,14.6272,0.0183844,0.0720179
98.2215,-0.074312,-141.38,-5.0098,-0.14599,1.32911,0.0169935,15.1027,0.0188922,0.0716783
98.3355,-0.0500111,-140.893,-5.01033,-0.121305,1.33716,0.0181257,15.6511,0.0194729,0.0712943
98.436,-0.0278622,-140.449,-5.01063,-0.0988346,1.28184,0.0190938,16.1295,0.0199773,0.0709724
98.536,-0.00506451,-139.995,-5.01076,-0.0758395,1.08013,0.0199116,16.5594,0.0204526,0.070775
98.636,0.0177782,-139.529,-5.0107,-0.0522594,2.30166,0.0211566,17.0733,0.0208679,0.0700376
98.7355,0.040799,-139.044,-5.01045,-0.0278378,1.8849,0.0239524,17.9635,0.0215142,0.0686368
98.8355,0.0673425,-138.54,-5.00998,-0.00243428,-0.228132,0.0239578,18.2098,0.0221696,0.0697768
98.9355,0.0938855,-138.036,-5.00927,0.0231179,-0.553072,0.0219135,18.0465,0.0222879,0.0707676
99.0365,0.119559,-137.533,-5.00833,0.0487757,-0.563878,0.0211302,17.8406,0.0220429,0.0707837
99.136,0.144595,-137.042,-5.0072,0.0738295,-0.53331,0.0208603,17.6458,0.0217993,0.0707653
99.2355,0.169576,-136.557,-5.00587,0.0986331,-0.530275,0.0205221,17.4556,0.0216196,0.0709425
99.336,0.194578,-136.073,-5.00433,0.123427,-0.532093,0.0200319,17.2634,0.0214445,0.071151
99.436,0.219148,-135.596,-5.0026,0.147837,-0.534133,0.0195516,17.0715,0.0212539,0.0713116
99.536,0.243439,-135.124,-5.0007,0.171982,-0.536555,0.0191018,16.8788,0.0210567,0.0714568
99.636,0.267468,-134.658,-4.99862,0.195861,-0.539234,0.0186569,16.6852,0.0208588,0.0716069
99.7355,0.29111,-134.2,-4.99638,0.219354,-0.542088,0.0182106,16.4915,0.0206594,0.0717558
99.836,0.314714,-133.742,-4.99396,0.242811,-0.54516,0.0177632,16.2948,0.020455,0.0719038
99.9365,0.338043,-133.29,-4.99139,0.265992,-0.548398,0.0173186,16.097,0.0202479,0.0720509
100.036,0.360751,-132.85,-4.9887,0.288556,-0.551743,0.0168828,15.901,0.0200412,0.0721952
100.136,0.383525,-132.409,-4.98584,0.311184,-0.555296,0.0164426,15.7007,0.0198287,0.072341
100.236,0.405906,-131.976,-4.98285,0.333421,-0.558989,0.0160068,15.5002,0.0196143,0.0724853
100.336,0.427896,-131.55,-4.97975,0.355267,-0.562822,0.0155754,15.2993,0.0193981,0.0726281
100.436,0.449821,-131.126,-4.9765,0.377049,-0.566858,0.0151419,15.0949,0.0191767,0.0727717
100.536,0.471351,-130.709,-4.97316,0.398437,-0.571042,0.0147127,14.8901,0.0189533,0.0729139
100.636,0.492487,-130.301,-4.96972,0.419432,-0.575378,0.0142879,14.6848,0.0187279,0.0730547
100.737,0.513648,-129.892,-4.96613,0.440451,-0.579961,0.0138589,14.4747,0.0184959,0.0731969
100.836,0.534099,-129.497,-4.96251,0.460763,-0.584637,0.0134406,14.2672,0.0182651,0.0733356
100.936,0.554563,-129.101,-4.95876,0.481088,-0.589577,0.0130181,14.0548,0.0180275,0.0734758
101.036,0.574527,-128.716,-4.95496,0.500914,-0.594666,0.0126021,13.8427,0.0177887,0.0736138
101.136,0.594388,-128.332,-4.95105,0.520637,-0.587908,0.0121911,13.627,0.017544,0.073751
101.236,0.613743,-127.959,-4.9471,0.539866,-0.588581,0.0118106,13.417,0.0173031,0.0738773
101.336,0.633003,-127.587,-4.94306,0.558987,-0.597911,0.0113914,13.2025,0.0170582,0.0740154
101.436,0.651762,-127.225,-4.939,0.577617,-0.6097,0.0109888,12.9862,0.0168081,0.0741454
101.536,0.670407,-126.866,-4.93486,0.596124,-0.619684,0.010581,12.7637,0.0165508,0.0742836
101.636,0.688619,-126.515,-4.93069,0.614224,-0.362894,0.0102939,12.5455,0.0162922,0.0743949
101.737,0.706647,-126.167,-4.92646,0.63211,-0.844487,0.00975644,12.3253,0.0160367,0.0745376
101.836,0.724088,-125.832,-4.92227,0.649417,-0.860742,0.00935681,12.1039,0.0157767,0.0746708
101.936,0.741463,-125.497,-4.91799,0.66667,-0.386531,0.00911731,11.8771,0.0155063,0.0747929
102.036,0.758435,-125.17,-4.91371,0.683515,-0.383055,0.00873561,11.6491,0.0152343,0.0749198
102.136,0.775062,-124.85,-4.90942,0.700025,-0.38027,0.00833977,11.414,0.01495,0.0750361
102.236,0.773387,-124.538,-4.90517,0.715427,-0.915073,-0.0187296,11.1832,0.0113138,0.0579599
102.336,0.503635,-124.23,-4.90159,0.698017,-0.927215,-0.217263,10.9508,-0.0371742,-0.194382
102.436,0.202777,-123.928,-4.89984,0.623567,-0.356731,-0.0908489,10.7173,-0.0787461,-0.42079
102.536,0.105255,-123.635,-4.89912,0.543478,-0.940786,-0.0166856,10.4859,-0.0802155,-0.438223
102.636,0.0620923,-123.345,-4.89869,0.463644,-0.332271,-0.024205,10.2548,-0.071875,-0.401552
102.736,-0.0109762,-123.064,-4.89855,0.386281,-0.318185,-0.0365051,10.0262,-0.0695239,-0.397257
102.836,-0.0928788,-122.788,-4.8988,0.310784,-0.301476,-0.0332572,9.80094,-0.0690579,-0.403662
102.936,-0.16431,-122.519,-4.89941,0.237254,-0.283157,-0.0287174,9.57998,-0.0671489,-0.401564
103.036,-0.234554,-122.256,-4.90033,0.165592,-0.263425,-0.0286651,9.36424,-0.0654046,-0.400146
103.136,-0.305429,-121.999,-4.90154,0.0955542,-0.24265,-0.0277659,9.15477,-0.0640752,-0.400984
103.237,-0.374979,-121.746,-4.90304,0.0267301,-0.881948,-0.0250903,8.95086,-0.0627611,-0.401709
103.336,-0.43977,-121.502,-4.90478,-0.0398667,-0.0548818,-0.0280132,8.88039,-0.0619869,-0.399903
103.436,-0.506796,-121.255,-4.90682,-0.106935,-0.00982416,-0.0289252,8.86634,-0.0618817,-0.399861
103.536,-0.574022,-121.007,-4.90916,-0.174265,0.191824,-0.0299325,8.89543,-0.062068,-0.399757
103.636,-0.639522,-120.759,-4.9118,-0.241802,0.699971,-0.0333887,9.04638,-0.0627992,-0.39772
103.736,-0.705383,-120.503,-4.9148,-0.311117,1.32409,-0.0398553,9.41197,-0.0647689,-0.394266
103.836,-0.773306,-120.234,-4.91828,-0.383736,1.87176,-0.046117,9.99118,-0.0679342,-0.38957
